name,scenario,repetition,NumberofVehicles,Type,NodeID,TR,recAddress,x,y,MsgId,CH,Reroute,Speed,Hops,SumoDistance,MsgTime,DistanceToAccident,Delay
"BCN,200-,1",BCN,1,200,node,115,rx,-1,798.7080000000001,1361.24,77189829,176,0,5,3,885.1060000000001,15.9561,321.7381540694232,3.6739999999999995
"BCN,200-,2",BCN,2,200,node,168,rx,-1,1291.61,884.316,93795832,176,0,2,4,1519.47,16.957,364.1076631107891,4.197000000000001
"BCN,150-,1",BCN,1,150,node,5,rx,-1,1459.34,1476.95,35157137,176,0,0,5,674.9839999999999,19.0545,530.143017873479,5.983600000000001
"BCN,150-,2",BCN,2,150,node,118,tx,-1,1672.51,1271.16,47312870,176,0,7,1,957.837,17.2793,644.6579131601503,5.111199999999998
"BCN,150-,0",BCN,0,150,node,127,rx,-1,1379.11,820.945,25079893,176,0,0,5,845.265,19.4878,471.06723631027444,6.4986999999999995
"BCN,200-,0",BCN,0,200,node,58,rx,-1,994.659,993.7739999999999,56245784,176,0,6,3,584.693,16.7544,163.34982539629488,4.3017
"BCN,200-,1",BCN,1,200,node,98,rx,-1,813.288,1371.33,77189829,176,1,7,3,318.437,15.9561,317.7938296506084,3.6739999999999995
"BCN,200-,0",BCN,0,200,node,119,rx,-1,980.0939999999999,978.169,56245784,176,0,4,3,606.148,16.7544,182.76732146912914,4.3017
"BCN,200-,2",BCN,2,200,node,121,rx,-1,1632.96,885.8530000000001,93795832,176,0,10,4,944.893,16.957,646.8033062291812,4.197000000000001
"BCN,150-,1",BCN,1,150,node,67,rx,-1,414.543,1305.9,35157137,176,1,9,6,975.205,19.0546,645.237026377904,5.983700000000001
"BCN,150-,2",BCN,2,150,node,65,rx,-1,1649.67,1293.79,47312870,176,0,6,5,925.688,17.2795,626.8840821874487,5.111399999999998
"BCN,150-,0",BCN,0,150,node,26,rx,-1,1388.17,824.2760000000001,25079893,176,0,0,5,833.576,19.4878,475.2993388970786,6.4986999999999995
"BCN,200-,1",BCN,1,200,node,161,rx,-1,823.068,1366.6,77189829,176,0,3,3,308.096,15.9561,307.49260274679773,3.6739999999999995
"BCN,150-,2",BCN,2,150,node,54,rx,-1,1816.29,1132.0,47312870,176,0,9,5,1158.26,17.2795,777.930208309203,5.111399999999998
"BCN,150-,0",BCN,0,150,node,10,rx,-1,971.221,783.04,25079893,176,0,12,5,1119.84,19.4878,373.9147952154342,6.4986999999999995
"BCN,200-,1",BCN,1,200,node,65,rx,-1,816.855,1339.78,77189829,176,0,12,3,855.194,15.9561,294.00150258969757,3.6739999999999995
"BCN,150-,1",BCN,1,150,node,102,rx,-1,436.98800000000006,1292.63,35157137,176,1,8,6,1001.28,19.0546,620.3119635344783,5.983700000000001
"BCN,200-,0",BCN,0,200,node,19,rx,-1,915.015,1274.58,56245784,176,0,8,3,178.24400000000003,16.7544,178.127315493722,4.3017
"BCN,200-,2",BCN,2,200,node,129,rx,-1,1651.6,904.8489999999999,93795832,176,0,6,4,971.4689999999999,16.957,656.540465029384,4.197000000000001
"BCN,150-,0",BCN,0,150,node,76,tx,-1,1421.99,1151.23,25079893,176,0,12,1,1044.0,19.6517,379.81150719797836,6.662600000000001
"BCN,200-,1",BCN,1,200,node,37,rx,-1,840.831,1349.54,77189829,176,0,8,3,283.499,15.9561,282.8666450838627,3.6739999999999995
"BCN,200-,0",BCN,0,200,node,153,rx,-1,889.7669999999999,1296.9,56245784,176,0,9,3,212.403,16.7544,211.79044461212132,4.3017
"BCN,200-,2",BCN,2,200,node,10,rx,-1,1217.59,458.545,93795832,176,0,10,4,1462.95,16.957,713.1454544656368,4.197000000000001
"BCN,150-,1",BCN,1,150,node,129,rx,-1,484.60699999999997,1252.64,35157137,176,0,2,6,1345.32,19.0546,565.533186549649,5.983700000000001
"BCN,150-,2",BCN,2,150,node,83,rx,-1,1852.75,1096.04,47312870,176,1,0,5,1246.92,17.2795,816.1230501584917,5.111399999999998
"BCN,150-,0",BCN,0,150,node,122,rx,-1,1394.72,1177.99,25079893,176,0,8,4,1082.2,19.6544,353.63676350176036,6.6652999999999984
"BCN,200-,2",BCN,2,200,node,183,tx,-1,1258.9,700.53,93795832,176,0,2,1,1001.38,17.0047,498.72912186877556,4.2447
"BCN,200-,0",BCN,0,200,node,121,rx,-1,876.705,1309.6,56245784,176,0,5,3,230.628,16.7544,230.00852446159453,4.3017
"BCN,150-,1",BCN,1,150,node,74,tx,-1,1486.26,1455.77,35157137,176,0,7,1,698.64,19.0732,539.4026097452626,6.0023
"BCN,200-,1",BCN,1,200,node,2,rx,-1,868.5369999999999,1322.15,77189829,176,0,10,3,244.517,15.9561,243.9072640349197,3.6739999999999995
"BCN,150-,2",BCN,2,150,node,13,rx,-1,1469.74,1472.17,47312870,176,0,0,5,671.9989999999999,17.2795,536.0134699799997,5.111399999999998
"BCN,150-,2",BCN,2,150,node,47,rx,-1,1459.34,1476.95,47312870,176,0,0,5,671.7189999999999,17.2795,530.5849771714235,5.111399999999998
"BCN,150-,1",BCN,1,150,node,105,rx,-1,1475.08,1466.88,35157137,176,0,0,5,682.7660000000001,19.0734,536.6677200093183,6.0024999999999995
"BCN,150-,0",BCN,0,150,node,50,rx,-1,1262.39,1309.53,25079893,176,0,12,4,721.597,19.6544,271.8294336527963,6.6652999999999984
"BCN,200-,2",BCN,2,200,node,11,rx,-1,1281.81,715.201,93795832,176,1,8,4,986.576,17.0543,496.1879771628892,4.294300000000002
"BCN,200-,1",BCN,1,200,node,111,rx,-1,878.2919999999999,1308.05,77189829,176,0,5,3,227.697,15.9561,227.07604242632024,3.6739999999999995
"BCN,200-,0",BCN,0,200,node,49,rx,-1,868.955,1321.74,56245784,176,0,12,3,244.65099999999998,16.7544,244.03596276983433,4.3017
"BCN,200-,2",BCN,2,200,node,68,rx,-1,1292.43,672.459,93795832,176,0,11,4,1044.99,17.0543,538.8707808009264,4.294300000000002
"BCN,200-,1",BCN,1,200,node,56,rx,-1,909.283,1280.19,77189829,176,0,7,3,185.645,15.9561,185.43357195772288,3.6739999999999995
"BCN,150-,1",BCN,1,150,node,1,rx,-1,1469.74,1472.17,35157137,176,0,0,5,675.262,19.0734,535.5103033555938,6.0024999999999995
"BCN,200-,0",BCN,0,200,node,37,rx,-1,848.076,1342.37,56245784,176,0,8,3,274.02099999999996,16.7544,273.38776727571394,4.3017
"BCN,150-,2",BCN,2,150,node,108,tx,-1,1453.94,1471.73,47312870,176,0,0,1,679.2389999999999,17.3009,523.1231334972676,5.132799999999998
"BCN,150-,0",BCN,0,150,node,12,rx,-1,1174.81,1382.09,25079893,176,1,7,4,314.54400000000004,19.6544,267.17455305473965,6.6652999999999984
"BCN,200-,2",BCN,2,200,node,97,rx,-1,1215.95,742.2869999999999,93795832,176,0,10,4,941.4730000000001,17.0543,442.94934465353936,4.294300000000002
"BCN,150-,0",BCN,0,150,node,83,tx,-1,1125.35,1487.26,25079893,176,1,11,1,477.875,19.75,347.20837965118284,6.7608999999999995
"BCN,200-,0",BCN,0,200,node,161,rx,-1,1379.54,1200.77,56245784,176,0,3,4,591.738,16.7545,340.9991460399865,4.3018
"BCN,200-,1",BCN,1,200,node,134,tx,-1,736.692,1464.23,77189829,176,0,8,1,440.736,15.9616,437.6407630054586,3.679500000000001
"BCN,150-,2",BCN,2,150,node,47,rx,-1,1459.34,1476.95,47312870,176,0,0,4,671.7189999999999,17.3543,530.5849771714235,5.186199999999998
"BCN,150-,1",BCN,1,150,node,5,rx,-1,1459.34,1476.95,35157137,176,0,0,5,674.9839999999999,19.0734,530.143017873479,6.0024999999999995
"BCN,200-,2",BCN,2,200,node,48,rx,-1,1205.97,637.4680000000001,93795832,176,0,5,4,1088.57,17.0543,537.8394482222365,4.294300000000002
"BCN,200-,1",BCN,1,200,node,32,rx,-1,747.2819999999999,1442.66,77189829,176,0,9,3,416.705,15.9618,414.86159957749777,3.6797000000000004
"BCN,150-,0",BCN,0,150,node,54,rx,-1,1096.05,1502.12,25079893,176,0,8,5,472.43,19.7544,356.05872900407854,6.7653
"BCN,150-,1",BCN,1,150,node,36,rx,-1,1643.66,1299.73,35157137,176,0,8,5,920.502,19.0734,620.6743566476708,6.0024999999999995
"BCN,150-,2",BCN,2,150,node,13,rx,-1,1469.74,1472.17,47312870,176,0,0,4,671.9989999999999,17.3543,536.0134699799997,5.186199999999998
"BCN,200-,0",BCN,0,200,node,55,rx,-1,1362.45,1183.51,56245784,176,0,5,4,567.4540000000001,16.7545,321.85813971375666,4.3018
"BCN,200-,1",BCN,1,200,node,40,rx,-1,717.0939999999999,1496.54,77189829,176,0,8,3,1047.18,15.9618,474.54212731431966,3.6797000000000004
"BCN,200-,0",BCN,0,200,node,65,rx,-1,1245.98,1325.33,56245784,176,1,11,4,744.592,16.7545,268.71239643901805,4.3018
"BCN,200-,2",BCN,2,200,node,150,rx,-1,1321.24,639.784,93795832,176,0,11,4,1088.42,17.0543,581.2736776046202,4.294300000000002
"BCN,150-,1",BCN,1,150,node,107,rx,-1,1660.54,1283.03,35157137,176,0,3,5,944.237,19.0734,633.3953951521908,6.0024999999999995
"BCN,150-,2",BCN,2,150,node,37,rx,-1,1332.01,1349.94,47312870,176,0,7,4,617.53,17.3543,352.9868147679174,5.186199999999998
"BCN,150-,0",BCN,0,150,node,101,rx,-1,1165.22,1488.09,25079893,176,1,11,5,517.752,19.7544,359.6324881041754,6.7653
"BCN,150-,2",BCN,2,150,node,122,rx,-1,1300.06,1315.57,47312870,176,0,5,4,664.387,17.3543,307.50772608180097,5.186199999999998
"BCN,150-,0",BCN,0,150,node,140,rx,-1,1048.87,1487.14,25079893,176,0,5,5,770.2669999999999,19.7544,337.0464011082154,6.7653
"BCN,200-,0",BCN,0,200,node,158,tx,-1,1334.21,627.148,56245784,176,0,8,1,1106.31,16.8137,598.8094587963687,4.361000000000001
"BCN,150-,1",BCN,1,150,node,126,rx,-1,1686.95,1256.85,35157137,176,0,4,5,981.63,19.0734,654.5234163114411,6.0024999999999995
"BCN,200-,2",BCN,2,200,node,177,rx,-1,1348.48,613.479,93795832,176,0,2,4,1126.26,17.0543,617.5228394650677,4.294300000000002
"BCN,200-,1",BCN,1,200,node,169,rx,-1,748.7389999999999,1502.34,77189829,176,0,2,3,819.1669999999999,15.9618,457.915585213039,3.6797000000000004
"BCN,150-,2",BCN,2,150,node,141,rx,-1,1290.76,1305.19,47312870,176,1,1,4,678.325,17.3543,294.16136116084317,5.186199999999998
"BCN,200-,0",BCN,0,200,node,123,tx,-1,1414.69,667.248,56245784,176,0,4,1,1217.83,16.820999999999998,609.6750537327241,4.368299999999998
"BCN,150-,0",BCN,0,150,node,34,rx,-1,1028.84,1500.68,25079893,176,0,11,5,539.6669999999999,19.7544,350.77375329405703,6.7653
"BCN,200-,1",BCN,1,200,node,122,rx,-1,764.673,1502.73,77189829,176,0,5,3,803.2280000000001,15.9618,448.19073065939233,3.6797000000000004
"BCN,200-,2",BCN,2,200,node,45,rx,-1,1387.33,823.4119999999999,93795832,176,0,1,4,835.217,17.0543,474.85042097906995,4.294300000000002
"BCN,150-,1",BCN,1,150,node,105,tx,-1,1475.08,1466.88,35157137,176,0,0,1,682.7660000000001,19.2249,536.6677200093183,6.154000000000002
"BCN,200-,1",BCN,1,200,node,25,rx,-1,765.248,1420.68,77189829,176,0,10,3,388.156,15.9618,386.6386318308091,3.6797000000000004
"BCN,150-,2",BCN,2,150,node,49,tx,-1,1372.25,624.0459999999999,47312870,176,0,12,1,1152.03,17.4384,625.8756411588487,5.270300000000001
"BCN,150-,0",BCN,0,150,node,132,rx,-1,999.7719999999999,1486.38,25079893,176,1,9,5,721.153,19.7544,338.88394306015743,6.7653
"BCN,200-,0",BCN,0,200,node,182,tx,-1,1341.68,397.755,56245784,176,0,2,1,1439.04,16.8392,809.6246171065948,4.386500000000002
"BCN,150-,1",BCN,1,150,node,1,rx,-1,1469.74,1472.17,35157137,176,0,0,5,675.262,19.2543,535.5103033555938,6.183400000000001
"BCN,200-,2",BCN,2,200,node,107,rx,-1,1390.11,576.641,93795832,176,0,11,4,1180.8,17.0543,670.3877134621426,4.294300000000002
"BCN,150-,0",BCN,0,150,node,106,rx,-1,962.6410000000001,1499.89,25079893,176,0,8,5,605.819,19.7544,358.66073861101665,6.7653
"BCN,200-,2",BCN,2,200,node,169,tx,-1,1500.78,1130.77,93795832,176,0,5,1,934.675,17.1228,458.6874231979769,4.362800000000002
"BCN,150-,2",BCN,2,150,node,126,rx,-1,1327.73,633.456,47312870,176,0,9,5,1092.12,17.4543,595.0812117820557,5.286199999999999
"BCN,150-,1",BCN,1,150,node,74,rx,-1,1486.26,1455.77,35157137,176,0,7,5,698.64,19.2543,539.4026097452626,6.183400000000001
"BCN,200-,0",BCN,0,200,node,184,rx,-1,1351.0,611.077,56245784,176,0,2,5,1129.53,16.8544,621.0634219538292,4.401699999999998
"BCN,200-,1",BCN,1,200,node,72,rx,-1,816.836,1504.0,77189829,176,0,11,3,751.047,15.9618,419.0196655719156,3.6797000000000004
"BCN,150-,2",BCN,2,150,node,55,rx,-1,1390.9,575.869,47312870,176,0,8,5,1176.54,17.4543,676.6518164322031,5.286199999999999
"BCN,200-,2",BCN,2,200,node,50,rx,-1,1490.18,1119.93,93795832,176,0,7,5,949.8380000000001,17.1544,448.6893591339113,4.394399999999999
"BCN,150-,1",BCN,1,150,node,5,rx,-1,1459.34,1476.95,35157137,176,0,0,5,674.9839999999999,19.2543,530.143017873479,6.183400000000001
"BCN,150-,0",BCN,0,150,node,110,rx,-1,959.187,1485.68,25079893,176,1,12,5,680.552,19.7544,345.63204198829715,6.7653
"BCN,200-,0",BCN,0,200,node,79,rx,-1,1308.38,656.92,56245784,176,0,11,5,1067.04,16.8544,560.2812059136021,4.401699999999998
"BCN,200-,1",BCN,1,200,node,133,rx,-1,794.582,1376.4,77189829,176,1,5,3,344.593,15.9618,334.89978441916026,3.6797000000000004
"BCN,150-,0",BCN,0,150,node,64,rx,-1,955.497,1488.92,25079893,176,0,11,5,676.914,19.7544,349.6745345160268,6.7653
"BCN,200-,1",BCN,1,200,node,108,rx,-1,787.954,1358.79,77189829,176,1,0,3,352.69199999999995,15.9618,328.38023962473744,3.6797000000000004
"BCN,200-,0",BCN,0,200,node,56,rx,-1,1399.84,567.129,56245784,176,0,8,5,1194.19,16.8544,683.7810396325713,4.401699999999998
"BCN,150-,2",BCN,2,150,node,96,rx,-1,1330.72,571.948,47312870,176,0,10,5,1619.69,17.4543,650.8684397357118,5.286199999999999
"BCN,150-,1",BCN,1,150,node,68,rx,-1,1363.13,1378.54,35157137,176,1,12,5,578.565,19.2543,394.21200894949925,6.183400000000001
"BCN,200-,2",BCN,2,200,node,92,rx,-1,1466.53,1107.54,93795832,176,0,11,5,982.0369999999999,17.1544,426.1465757224854,4.394399999999999
"BCN,200-,2",BCN,2,200,node,141,rx,-1,1532.27,1162.97,93795832,176,0,10,5,889.6389999999999,17.1544,489.9554270543393,4.394399999999999
"BCN,150-,2",BCN,2,150,node,89,rx,-1,1433.71,686.6160000000001,47312870,176,1,10,5,1239.83,17.4543,611.6763020879588,5.286199999999999
"BCN,200-,0",BCN,0,200,node,73,rx,-1,1413.45,553.8240000000001,56245784,176,0,9,5,1213.22,16.8544,702.2537851062108,4.401699999999998
"BCN,200-,1",BCN,1,200,node,115,rx,-1,798.7080000000001,1361.24,77189829,176,0,5,3,885.1060000000001,15.9618,321.7381540694232,3.6797000000000004
"BCN,150-,0",BCN,0,150,node,55,rx,-1,928.564,1485.16,25079893,176,1,12,5,649.9259999999999,19.7544,353.74227264493004,6.7653
"BCN,150-,1",BCN,1,150,node,90,rx,-1,1322.79,1340.03,35157137,176,1,8,5,634.33,19.2543,339.14997287335876,6.183400000000001
"BCN,200-,1",BCN,1,200,node,65,rx,-1,816.855,1339.78,77189829,176,0,12,3,855.194,15.9618,294.00150258969757,3.6797000000000004
"BCN,200-,0",BCN,0,200,node,159,rx,-1,1427.84,539.749,56245784,176,0,4,5,1233.35,16.8544,721.8232041996156,4.401699999999998
"BCN,150-,2",BCN,2,150,node,51,rx,-1,1308.83,548.927,47312870,176,0,11,5,1587.92,17.4543,662.2940127986964,5.286199999999999
"BCN,200-,2",BCN,2,200,node,81,rx,-1,1556.78,1188.02,93795832,176,0,12,5,854.595,17.1544,515.7037809634519,4.394399999999999
"BCN,150-,0",BCN,0,150,node,58,rx,-1,853.049,1504.7,25079893,176,0,11,5,715.347,19.7544,401.8322370853289,6.7653
"BCN,150-,1",BCN,1,150,node,36,rx,-1,1643.66,1299.73,35157137,176,0,8,5,920.502,19.2543,620.6743566476708,6.183400000000001
"BCN,150-,1",BCN,1,150,node,107,rx,-1,1660.54,1283.03,35157137,176,0,3,5,944.237,19.2543,633.3953951521908,6.183400000000001
"BCN,200-,2",BCN,2,200,node,74,rx,-1,1650.87,1292.6,93795832,176,0,6,5,932.732,17.1544,624.9007377175993,4.394399999999999
"BCN,200-,0",BCN,0,200,node,128,rx,-1,1238.46,720.404,56245784,176,0,7,5,972.654,16.8544,472.254560206675,4.401699999999998
"BCN,200-,1",BCN,1,200,node,51,rx,-1,499.16,1475.53,77189829,176,0,9,3,741.9,15.9618,632.5572932944492,3.6797000000000004
"BCN,150-,0",BCN,0,150,node,70,tx,-1,1931.5,1206.25,25079893,176,0,5,1,1391.12,19.7791,891.087061122537,6.789999999999999
"BCN,150-,2",BCN,2,150,node,20,rx,-1,1393.46,451.25300000000004,47312870,176,0,11,5,1359.46,17.4543,786.8852492257049,5.286199999999999
"BCN,200-,2",BCN,2,200,node,13,rx,-1,1345.76,969.959,93795832,176,0,11,5,624.502,17.1544,352.6146093130572,4.394399999999999
"BCN,200-,0",BCN,0,200,node,93,rx,-1,1212.4,745.742,56245784,176,0,12,5,936.302,16.8544,438.58068747267026,4.401699999999998
"BCN,150-,2",BCN,2,150,node,81,rx,-1,1341.4,436.202,47312870,176,0,10,5,1432.38,17.4543,778.6692147914928,5.286199999999999
"BCN,200-,1",BCN,1,200,node,154,rx,-1,476.92699999999996,1474.63,77189829,176,0,7,3,764.1519999999999,15.9618,651.2827141948419,3.6797000000000004
"BCN,150-,0",BCN,0,150,node,42,rx,-1,1946.84,1210.46,25079893,176,0,12,7,1398.06,19.7793,906.6674173036107,6.790199999999999
"BCN,150-,1",BCN,1,150,node,126,rx,-1,1686.95,1256.85,35157137,176,0,4,5,981.63,19.2543,654.5234163114411,6.183400000000001
"BCN,150-,0",BCN,0,150,node,116,rx,-1,1899.54,1238.15,25079893,176,0,11,7,1436.37,19.7793,861.8633358601581,6.790199999999999
"BCN,200-,0",BCN,0,200,node,113,rx,-1,1332.26,445.538,56245784,176,0,12,5,1450.58,16.8544,761.7968267090642,4.401699999999998
"BCN,200-,1",BCN,1,200,node,70,tx,-1,448.635,1285.75,77189829,176,1,5,1,1015.97,16.081,608.4161122332313,3.7988999999999997
"BCN,150-,1",BCN,1,150,node,85,tx,-1,1313.05,553.366,35157137,176,0,12,1,1597.31,19.3472,656.9365492313545,6.276300000000001
"BCN,150-,2",BCN,2,150,node,103,rx,-1,1234.49,475.365,47312870,176,0,8,5,1481.44,17.4543,705.9501886995993,5.286199999999999
"BCN,200-,2",BCN,2,200,node,94,rx,-1,1711.0,1344.52,93795832,176,0,12,5,1233.86,17.1544,696.2744686544237,4.394399999999999
"BCN,200-,0",BCN,0,200,node,41,rx,-1,1384.65,442.23,56245784,176,0,12,5,1377.22,16.8544,786.2115901587816,4.401699999999998
"BCN,200-,2",BCN,2,200,node,156,tx,-1,1416.68,669.2810000000001,93795832,176,0,6,1,1220.9,17.2037,609.0766218966214,4.4437000000000015
"BCN,200-,1",BCN,1,200,node,22,rx,-1,435.42,1202.83,77189829,176,0,10,5,1276.38,16.0812,608.662854542644,3.7990999999999993
"BCN,150-,1",BCN,1,150,node,24,rx,-1,1289.56,528.656,35157137,176,0,11,5,1563.21,19.3545,670.4457485852229,6.283600000000002
"BCN,150-,2",BCN,2,150,node,127,rx,-1,1364.28,421.464,47312870,176,0,9,5,1401.18,17.4543,801.2903030213206,5.286199999999999
"BCN,150-,0",BCN,0,150,node,11,rx,-1,1856.63,1110.91,25079893,176,0,12,7,1263.8,19.7793,815.3952201233461,6.790199999999999
"BCN,200-,2",BCN,2,200,node,125,rx,-1,1400.69,652.997,93795832,176,0,10,5,1198.07,17.2544,612.5194533800538,4.494400000000001
"BCN,150-,0",BCN,0,150,node,4,rx,-1,1820.64,1315.58,25079893,176,0,10,7,1328.14,19.7793,795.841534477813,6.790199999999999
"BCN,150-,2",BCN,2,150,node,33,rx,-1,1215.79,456.75,47312870,176,0,10,5,1455.04,17.4543,719.0193992515083,5.286199999999999
"BCN,200-,1",BCN,1,200,node,123,rx,-1,373.341,1331.05,77189829,176,0,6,5,1174.53,16.0812,692.4393364916524,3.7990999999999993
"BCN,150-,1",BCN,1,150,node,112,rx,-1,1340.97,583.945,35157137,176,0,4,5,1639.08,19.3545,641.7962223517679,6.283600000000002
"BCN,200-,0",BCN,0,200,node,150,rx,-1,1357.27,414.043,56245784,176,0,8,5,1416.31,16.8544,800.5175388390938,4.401699999999998
"BCN,150-,0",BCN,0,150,node,113,rx,-1,1819.28,1067.28,25079893,176,0,10,7,1205.47,19.7793,781.5072004786648,6.790199999999999
"BCN,200-,1",BCN,1,200,node,63,rx,-1,354.284,1343.06,77189829,176,0,5,5,1152.0,16.0812,713.9993029520407,3.7990999999999993
"BCN,150-,1",BCN,1,150,node,48,rx,-1,1370.57,595.818,35157137,176,0,5,5,1151.32,19.3545,645.9144280816151,6.283600000000002
"BCN,200-,0",BCN,0,200,node,182,rx,-1,1341.68,397.755,56245784,176,0,2,5,1439.04,16.8544,809.6246171065948,4.401699999999998
"BCN,150-,2",BCN,2,150,node,50,rx,-1,1321.75,377.51099999999997,47312870,176,0,11,5,1462.35,17.4543,826.117186542563,5.286199999999999
"BCN,200-,2",BCN,2,200,node,18,rx,-1,1433.09,685.99,93795832,176,0,11,5,1244.32,17.2544,606.4187801346524,4.494400000000001
"BCN,200-,1",BCN,1,200,node,18,rx,-1,413.606,1167.18,77189829,176,0,6,5,1191.26,16.0812,628.445131316967,3.7990999999999993
"BCN,200-,2",BCN,2,200,node,115,rx,-1,1378.61,630.5169999999999,93795832,176,0,11,5,1166.56,17.2544,618.622506904655,4.494400000000001
"BCN,150-,0",BCN,0,150,node,59,rx,-1,1799.39,1046.86,25079893,176,0,9,7,1176.97,19.7793,764.2237068424403,6.790199999999999
"BCN,200-,0",BCN,0,200,node,11,rx,-1,1438.63,691.625,56245784,176,1,11,5,1252.1,16.8546,605.939413081044,4.401900000000001
"BCN,150-,2",BCN,2,150,node,2,rx,-1,1205.97,383.025,47312870,176,0,11,5,1442.91,17.4543,788.5390785021374,5.286199999999999
"BCN,150-,1",BCN,1,150,node,88,rx,-1,1385.72,580.936,35157137,176,0,10,5,1172.56,19.3545,666.4658133437903,6.283600000000002
"BCN,200-,1",BCN,1,200,node,6,tx,-1,1082.5,1501.75,77189829,176,0,9,1,485.49699999999996,16.1293,353.5867453680921,3.847200000000001
"BCN,200-,2",BCN,2,200,node,120,rx,-1,1462.32,708.625,93795832,176,0,4,5,1281.59,17.2544,609.0529977965791,4.494400000000001
"BCN,150-,2",BCN,2,150,node,101,tx,-1,487.67800000000005,1049.92,47312870,176,0,9,1,991.716,17.8005,560.6538864789933,5.632399999999999
"BCN,150-,0",BCN,0,150,node,148,rx,-1,1751.09,1384.8,25079893,176,0,0,7,1176.58,19.7793,746.7324271116125,6.790199999999999
"BCN,150-,1",BCN,1,150,node,20,rx,-1,1362.15,613.752,35157137,176,0,10,5,1140.88,19.3545,626.1973332935873,6.283600000000002
"BCN,200-,0",BCN,0,200,node,1,rx,-1,1464.08,716.122,56245784,176,1,4,5,1289.41,16.8546,605.0813368002686,4.401900000000001
"BCN,150-,0",BCN,0,150,node,100,rx,-1,1757.78,1391.94,25079893,176,0,7,7,1166.8,19.7793,755.3415971598545,6.790199999999999
"BCN,200-,2",BCN,2,200,node,177,rx,-1,1348.48,613.479,93795832,176,0,2,5,1126.26,17.2544,617.5228394650677,4.494400000000001
"BCN,200-,1",BCN,1,200,node,100,rx,-1,1100.39,1488.28,77189829,176,0,5,5,454.964,16.1544,342.80876082737444,3.872299999999999
"BCN,150-,2",BCN,2,150,node,36,tx,-1,1017.96,1352.87,47312870,176,1,10,1,599.994,17.8163,200.3323179120134,5.6481999999999974
"BCN,200-,0",BCN,0,200,node,116,rx,-1,1469.64,718.5110000000001,56245784,176,0,0,5,1295.34,16.8546,607.2698551723114,4.401900000000001
"BCN,150-,1",BCN,1,150,node,35,rx,-1,1402.36,460.358,35157137,176,0,12,5,1349.99,19.3545,779.7542961369305,6.283600000000002
"BCN,200-,0",BCN,0,200,node,136,rx,-1,1471.99,716.201,56245784,176,1,0,5,1295.34,16.8546,610.5647967095712,4.401900000000001
"BCN,150-,2",BCN,2,150,node,17,rx,-1,460.777,1023.89,47312870,176,0,11,5,954.2810000000001,17.8544,592.263488735377,5.6862999999999975
"BCN,200-,1",BCN,1,200,node,126,rx,-1,1102.7,1462.17,77189829,176,0,9,5,427.764,16.1544,317.5485986427905,3.872299999999999
"BCN,200-,2",BCN,2,200,node,127,rx,-1,1326.99,568.03,93795832,176,0,9,5,1619.64,17.2544,647.6622568129163,4.494400000000001
"BCN,150-,1",BCN,1,150,node,23,rx,-1,1412.12,664.6310000000001,35157137,176,0,11,5,1212.28,19.3545,612.0487395796185,6.283600000000002
"BCN,150-,0",BCN,0,150,node,28,rx,-1,1729.49,984.232,25079893,176,0,9,7,1082.37,19.7793,707.0552575888252,6.790199999999999
"BCN,150-,1",BCN,1,150,node,27,rx,-1,1345.69,401.94599999999997,35157137,176,0,11,5,1431.35,19.3545,808.9520887395001,6.283600000000002
"BCN,150-,0",BCN,0,150,node,89,tx,-1,1146.9,1412.07,25079893,176,1,11,1,362.37199999999996,19.8175,282.06936469599094,6.8283999999999985
"BCN,200-,0",BCN,0,200,node,134,rx,-1,1472.53,729.388,56245784,176,1,3,5,1306.28,16.8546,601.6529755465355,4.401900000000001
"BCN,200-,1",BCN,1,200,node,130,rx,-1,1030.77,1486.91,77189829,176,0,10,5,751.625,16.1544,336.5817636176982,3.872299999999999
"BCN,150-,2",BCN,2,150,node,22,rx,-1,595.316,1348.05,47312870,176,0,5,5,1048.4,17.8544,484.1082688159748,5.6862999999999975
"BCN,200-,2",BCN,2,200,node,53,rx,-1,1291.39,530.5830000000001,93795832,176,0,12,5,1567.97,17.2544,667.4243123598359,4.494400000000001
"BCN,150-,1",BCN,1,150,node,106,rx,-1,1314.42,370.089,35157137,176,0,10,5,1476.05,19.3545,827.699124235975,6.283600000000002
"BCN,200-,2",BCN,2,200,node,95,rx,-1,1602.85,854.6080000000001,93795832,176,0,10,5,901.4989999999999,17.2544,633.3854064501327,4.494400000000001
"BCN,200-,1",BCN,1,200,node,170,rx,-1,1112.48,1448.87,77189829,176,1,4,5,412.148,16.1544,306.61068490840296,3.872299999999999
"BCN,150-,0",BCN,0,150,node,12,rx,-1,1174.81,1382.09,25079893,176,1,7,4,314.54400000000004,19.8546,267.17455305473965,6.865500000000001
"BCN,200-,0",BCN,0,200,node,6,rx,-1,1617.05,869.3439999999999,56245784,176,0,11,5,921.7510000000001,16.8546,639.5818850280236,4.401900000000001
"BCN,150-,2",BCN,2,150,node,124,rx,-1,1056.85,1314.75,47312870,176,1,10,5,654.45,17.8544,162.16342281784762,5.6862999999999975
"BCN,150-,0",BCN,0,150,node,50,rx,-1,1262.39,1309.53,25079893,176,0,12,4,721.597,19.8546,271.8294336527963,6.865500000000001
